mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente,segment_id,n_attraversamenti,n_semafori,n_stop,n_incroci,n_autovelox,n_lampioni,maxspeed_med
12,Giovedì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.4207838,45.7852476,1,175.0,6,1,6,0,0,0,50
3,Giovedì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.4240228,45.7469152,1,93.0,12,5,2,0,3,0,50
11,Martedì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4265952,45.8114731,1,102.0,0,0,0,0,2,0,70
1,Venerdì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.43185,45.79846,1,104.0,0,0,0,0,0,0,70
4,Venerdì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.43284,45.76421,1,178.0,16,10,8,0,0,0,50
12,Mercoledì,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.438216,45.7575837,1,179.0,10,0,4,0,1,0,50
3,Lunedì,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4384,45.7597,1,179.0,10,0,4,0,1,0,50
3,Venerdì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Bagnato,,Altro,11.4391185,45.6332824,1,26.0,13,0,1,0,0,24,50
10,Lunedì,Sera,ZANE',SP 349 var Costo Variante,Galleria illuminata,Bagnato,Orizzontale,Pioggia,11.4411734,45.7108258,1,147.0,0,0,0,0,0,0,90
2,Domenica,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4421769,45.7595732,1,123.0,10,0,4,0,2,10,50
3,Venerdì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4430258,45.7599938,1,123.0,10,0,4,0,2,10,50
1,Mercoledì,Pomeriggio,ZANE',SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4452207,45.7314924,1,125.0,2,1,0,0,0,11,50
11,Mercoledì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.4490897,45.6250847,1,28.0,4,0,0,0,0,5,50
11,Giovedì,Mattino,CHIUPPANO,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4499411,45.7639128,1,124.0,1,0,2,0,0,0,50
1,Domenica,Pomeriggio,ZANE',SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4548452,45.7200458,1,127.0,12,10,2,1,0,0,50
1,Mercoledì,Mattino,ZANE',SP 349 Costo,Intersezione con semaforo o vigile,Bagnato,,Altro,11.4588314,45.7158419,1,130.0,10,7,4,0,0,0,50
10,Giovedì,Pomeriggio,THIENE,SP 349 var Costo Variante,Rotatoria,Bagnato,Orizzontale,Pioggia,11.460843,45.6977468,1,150.0,2,0,0,0,0,0,50
1,Mercoledì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4668092,45.6143177,1,30.0,2,4,0,0,0,1,50
3,Domenica,Sera,THIENE,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4886333,45.6713715,1,137.0,9,0,3,0,2,0,130
10,Giovedì,Sera,CALDOGNO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4912726,45.6195794,1,143.0,0,0,0,0,0,3,70
10,Giovedì,Sera,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,,Altro,11.4934205,45.6470437,1,139.0,11,0,4,0,2,0,50
11,Mercoledì,Pomeriggio,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4937638,45.6500512,1,139.0,11,0,4,0,2,0,50
2,Sabato,Sera,VILLAVERLA,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.494603,45.653112,1,140.0,16,0,2,0,0,0,50
12,Mercoledì,Pomeriggio,VICENZA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.5041401,45.5844851,1,42.0,7,0,1,0,0,20,50
1,Mercoledì,Mattino,ASIAGO,SP 349 Costo,Intersezione segnalata,Bagnato,,Altro,11.5056896,45.8736366,1,76.0,5,0,4,0,0,0,50
11,Domenica,Sera,VICENZA,SP 046 Pasubio,Intersezione non segnalata,Bagnato,Assente,Sereno,11.5062956,45.5819901,1,43.0,0,0,0,0,0,7,40
10,Domenica,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Bagnato,Assente,Sereno,11.50927,45.54708,1,51.0,0,0,0,0,0,0,90
11,Martedì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Bagnato,Assente,Sereno,11.50928,45.54654,1,51.0,0,0,0,0,0,0,90
12,Venerdì,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Curva,Bagnato,Assente,Sereno,11.512611,45.5504994,1,,0,0,0,0,0,0,50
3,Lunedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.51843,45.55484,1,,0,0,0,0,0,0,50
10,Lunedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Assente,Sereno,11.51845,45.55479,1,,0,0,0,0,0,0,50
4,Mercoledì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.51859,45.55474,1,,0,0,0,0,0,0,50
11,Giovedì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.26787,45.73672,1,12.0,2,0,0,0,0,0,50
2,Sabato,Mattino,VALDASTICO,SP 350 Val d'Astico,Rettilineo,Sdrucciolevole,Assente,Sereno,11.3587297,45.8792382,1,161.0,0,0,0,0,0,0,50
12,Mercoledì,Sera,ARSIERO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.35936,45.80566,1,169.0,10,2,8,0,0,0,50
1,Lunedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3596495,45.8072233,1,169.0,10,2,8,0,0,0,50
1,Giovedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.37406,45.72907,1,73.0,6,4,0,0,0,0,70
4,Lunedì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Curva,Bagnato,Orizzontale,Pioggia,11.3908123,45.7964117,1,172.0,0,0,1,0,0,0,90
1,Giovedì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Incrocio,Bagnato,Orizzontale,Pioggia,11.3947222,45.7343522,1,75.0,4,0,0,0,0,0,70
4,Martedì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione non segnalata,Asciutto,Assente,Sereno,11.4079261,45.7904591,1,174.0,3,0,0,0,0,0,70
1,Venerdì,Sera,MALO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.4134154,45.659325,1,21.0,8,0,0,0,0,37,50
1,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Orizzontale,Pioggia,11.414464,45.6582264,1,21.0,8,0,0,0,0,37,50
11,Venerdì,Mattino,MALO,SP 046 Pasubio,Rotatoria,Asciutto,,Altro,11.4145744,45.6583352,1,21.0,8,0,0,0,0,37,50
12,Lunedì,Pomeriggio,MALO,SP 046 Pasubio,Incrocio,Bagnato,Orizzontale,Pioggia,11.418866,45.6524072,1,22.0,4,1,2,0,0,20,50
11,Giovedì,Pomeriggio,SCHIO,SP 349 var Costo Variante,Rotatoria,Bagnato,Orizzontale,Pioggia,11.4208972,45.7248705,1,145.0,0,0,0,0,0,0,40
3,Martedì,Mattino,SCHIO,SP 349 var Costo Variante,Rotatoria,Asciutto,Assente,Sereno,11.4209846,45.7249218,1,145.0,0,0,0,0,0,0,40
4,Venerdì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.42287,45.78435,1,175.0,6,1,6,0,0,0,50
4,Venerdì,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,,Altro,11.423447,45.6481963,1,23.0,2,0,0,0,0,98,45
10,Venerdì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Bagnato,Verticale,Nebbia,11.42487,45.8085,1,103.0,0,0,0,0,0,0,70
2,Domenica,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.42742,45.75003,1,93.0,12,5,2,0,3,0,50
10,Mercoledì,Mattino,MALO,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,,Altro,11.4301454,45.641401,1,24.0,8,1,0,0,0,13,50
10,Giovedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4304726,45.7531358,1,122.0,12,0,0,0,0,0,50
3,Sabato,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4316717,45.7487743,1,97.0,7,0,0,0,0,0,50
11,Giovedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4317997,45.748625,1,97.0,7,0,0,0,0,0,50
12,Mercoledì,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.4348184,45.7633603,1,178.0,16,10,8,0,0,0,50
3,Martedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Bagnato,Assente,Sereno,11.435103,45.7447861,1,97.0,7,0,0,0,0,0,50
3,Giovedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4358986,45.7437914,1,97.0,7,0,0,0,0,0,50
10,Venerdì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.437441,45.7417931,1,98.0,2,0,0,0,0,16,130
3,Venerdì,Pomeriggio,ROANA,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.44095,45.84371,1,120.0,0,0,2,0,0,0,50
2,Mercoledì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Incrocio,Bagnato,Orizzontale,Pioggia,11.4410002,45.6305795,1,26.0,13,0,1,0,0,24,50
3,Venerdì,Sera,ZANE',SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.451835,45.7215129,1,127.0,12,10,2,1,0,0,50
2,Sabato,Mattino,ZANE',SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Pioggia,11.4552458,45.7175412,1,130.0,10,7,4,0,0,0,50
12,Giovedì,Pomeriggio,CHIUPPANO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4571663,45.7679359,1,129.0,1,0,1,0,0,0,50
3,Venerdì,Pomeriggio,THIENE,SP 349 var Costo Variante,Rotatoria,Asciutto,Assente,Sereno,11.4601791,45.6972144,1,150.0,2,0,0,0,0,0,50
4,Sabato,Pomeriggio,ZANE',SP 349 Costo,Rettilineo,Asciutto,,Altro,11.4624325,45.7137749,1,131.0,6,0,1,0,0,0,50
3,Sabato,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,,Altro,11.4669305,45.6143626,1,30.0,2,4,0,0,0,1,50
3,Sabato,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.46715,45.61411,1,30.0,2,4,0,0,0,1,50
4,Domenica,Sera,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.48147,45.88116,1,78.0,0,0,1,0,0,0,50
2,Domenica,Sera,THIENE,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4886386,45.6713877,1,137.0,9,0,3,0,2,0,130
2,Sabato,Sera,THIENE,SP 349 Costo,Incrocio,Asciutto,,Altro,11.4887029,45.6715696,1,137.0,9,0,3,0,2,0,130
11,Domenica,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4892559,45.6055122,1,34.0,7,0,0,0,0,32,70
4,Mercoledì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4908277,45.6049765,1,34.0,7,0,0,0,0,32,70
10,Domenica,Notte,CALDOGNO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.49161,45.62053,1,143.0,0,0,0,0,0,3,70
4,Martedì,Notte,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.49285,45.65845,1,140.0,16,0,2,0,0,0,50
11,Domenica,Notte,COSTABISSARA,SP 046 Pasubio,Incrocio,Bagnato,Assente,Sereno,11.49337,45.60375,1,36.0,14,0,1,0,0,7,50
4,Mercoledì,Sera,CALDOGNO,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.493396,45.6039447,1,36.0,14,0,1,0,0,7,50
1,Venerdì,Pomeriggio,COSTABISSARA,SP 349 Costo,Intersezione segnalata,Asciutto,,Altro,11.4934007,45.6037187,1,36.0,14,0,1,0,0,7,50
11,Domenica,Sera,VILLAVERLA,SP 349 Costo,Rettilineo,Bagnato,Assente,Sereno,11.493578,45.6566975,1,140.0,16,0,2,0,0,0,50
10,Sabato,Sera,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,,Altro,11.4936029,45.6490987,1,139.0,11,0,4,0,2,0,50
12,Giovedì,Mattino,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4936057,45.6566107,1,140.0,16,0,2,0,0,0,50
10,Mercoledì,Sera,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,,Altro,11.4936378,45.6566332,1,140.0,16,0,2,0,0,0,50
12,Sabato,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.494901,45.6001511,1,39.0,12,0,0,0,0,20,50
1,Venerdì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4995816,45.5898104,1,42.0,7,0,1,0,0,20,50
12,Mercoledì,Sera,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.49967,45.5898,1,42.0,7,0,1,0,0,20,50
10,Domenica,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.5018325,45.587206,1,42.0,7,0,1,0,0,20,50
3,Domenica,Pomeriggio,ASIAGO,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.5057055,45.873652,1,76.0,5,0,4,0,0,0,50
2,Martedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Asciutto,Assente,Sereno,11.5081029,45.5338849,1,68.0,1,0,0,0,0,12,50
12,Mercoledì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.50899,45.54692,1,51.0,0,0,0,0,0,0,90
3,Giovedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50912,45.5461,1,51.0,0,0,0,0,0,0,90
4,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50914,45.54646,1,51.0,0,0,0,0,0,0,90
3,Lunedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5092003,45.5468912,1,51.0,0,0,0,0,0,0,90
10,Venerdì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,,Altro,11.5092094,45.5469847,1,51.0,0,0,0,0,0,0,90
2,Giovedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5092382,45.5470205,1,51.0,0,0,0,0,0,0,90
1,Martedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Bagnato,Assente,Sereno,11.50929,45.547,1,51.0,0,0,0,0,0,0,90
2,Venerdì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5184381,45.5547407,1,,0,0,0,0,0,0,50
3,Venerdì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3575817,45.8806274,1,161.0,0,0,0,0,0,0,50
3,Martedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3751057,45.7293177,1,73.0,6,4,0,0,0,0,70
3,Venerdì,Mattino,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3763769,45.8020147,1,171.0,1,0,3,0,0,0,50
1,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.37777,45.80134,1,171.0,1,0,3,0,0,0,50
12,Giovedì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3875199,45.7325467,1,74.0,6,1,0,0,0,0,50
10,Giovedì,Mattino,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.3943972,45.6891456,1,17.0,0,0,0,0,0,0,90
4,Mercoledì,Mattino,SANTORSO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.3947441,45.7343659,1,75.0,4,0,0,0,0,0,70
12,Giovedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.397808,45.735242,1,75.0,4,0,0,0,0,0,70
3,Sabato,Notte,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.39895,45.68546,1,17.0,0,0,0,0,0,0,90
4,Giovedì,Sera,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.39903,45.68517,1,17.0,0,0,0,0,0,0,90
10,Lunedì,Mattino,MALO,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.4025778,45.6774302,1,18.0,1,0,0,0,0,5,90
10,Venerdì,Sera,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4051688,45.6716344,1,19.0,5,0,0,0,0,3,50
3,Sabato,Sera,SANTORSO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.4087902,45.7380958,1,95.0,1,0,1,0,0,0,50
2,Domenica,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,,Vento forte,11.4181203,45.654145,1,22.0,4,1,2,0,0,20,50
2,Domenica,Notte,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.41819,45.65401,1,22.0,4,1,2,0,0,20,50
1,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Verticale,Nebbia,11.4273221,45.7688562,1,177.0,3,0,3,0,0,0,50
12,Lunedì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4352358,45.7873315,1,111.0,0,0,0,0,2,0,70
1,Domenica,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Curva,Bagnato,Assente,Sereno,11.43857,45.76091,1,179.0,10,0,4,0,1,0,50
12,Venerdì,Pomeriggio,ZANE',SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4411688,45.7109793,1,147.0,0,0,0,0,0,0,90
12,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4434688,45.7810558,1,113.0,0,0,0,0,0,0,70
10,Venerdì,Pomeriggio,CARRE',SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4435126,45.7339993,1,125.0,2,1,0,0,0,11,50
12,Venerdì,Notte,ZANE',SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4458846,45.7305901,1,125.0,2,1,0,0,0,11,50
2,Lunedì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.446122,45.627658,1,28.0,4,0,0,0,0,5,50
12,Mercoledì,Sera,CALTRANO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4502706,45.7769119,1,114.0,0,0,2,0,0,0,70
4,Venerdì,Sera,CALTRANO,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.45121,45.77345,1,128.0,3,0,2,0,0,0,50
11,Sabato,Sera,ZANE',SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4624732,45.7137539,1,131.0,6,0,1,0,0,0,50
1,Sabato,Pomeriggio,ZANE',SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4624963,45.7138348,1,131.0,6,0,1,0,0,0,50
3,Giovedì,Mattino,ZANE',SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4632374,45.7133679,1,131.0,6,0,1,0,0,0,50
10,Venerdì,Sera,ROANA,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.47533,45.86562,1,132.0,17,0,5,0,0,0,50
4,Giovedì,Sera,THIENE,SP 349 Costo,Incrocio,Asciutto,,Altro,11.4845535,45.68439,1,136.0,3,0,0,0,1,0,70
1,Giovedì,Pomeriggio,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4846598,45.6842362,1,136.0,3,0,0,0,1,0,70
3,Lunedì,Mattino,THIENE,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4886469,45.6714705,1,137.0,9,0,3,0,2,0,130
2,Mercoledì,Pomeriggio,CALDOGNO,SP 349 Costo,Rettilineo,Asciutto,,Altro,11.4903756,45.6155771,1,143.0,0,0,0,0,0,3,70
2,Martedì,Notte,CALDOGNO,SP 349 Costo,Incrocio,Bagnato,Assente,Sereno,11.49103,45.61934,1,143.0,0,0,0,0,0,3,70
2,Lunedì,Mattino,CALDOGNO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4914441,45.6233257,1,142.0,0,0,0,0,0,0,90
2,Giovedì,Mattino,VILLAVERLA,SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Pioggia,11.4926963,45.6438035,1,139.0,11,0,4,0,2,0,50
4,Sabato,Notte,VILLAVERLA,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4927786,45.6438218,1,139.0,11,0,4,0,2,0,50
10,Domenica,Sera,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.492893,45.6583325,1,140.0,16,0,2,0,0,0,50
3,Giovedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4933933,45.6476767,1,139.0,11,0,4,0,2,0,50
12,Lunedì,Sera,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4936685,45.6500201,1,139.0,11,0,4,0,2,0,50
3,Lunedì,Mattino,VILLAVERLA,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4937585,45.6501431,1,139.0,11,0,4,0,2,0,50
12,Mercoledì,Mattino,COSTABISSARA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,,Altro,11.4949627,45.6001811,1,39.0,12,0,0,0,0,20,50
4,Lunedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.4978684,45.5922142,1,41.0,4,0,0,0,0,31,50
10,Venerdì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50917,45.54629,1,51.0,0,0,0,0,0,0,90
4,Lunedì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5092694,45.5469962,1,51.0,0,0,0,0,0,0,90
10,Venerdì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5093123,45.5470759,1,51.0,0,0,0,0,0,0,90
1,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Bagnato,Assente,Sereno,11.50932,45.54707,1,51.0,0,0,0,0,0,0,90
3,Lunedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.50933,45.54709,1,51.0,0,0,0,0,0,0,90
10,Lunedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.5160593,45.5524963,1,,0,0,0,0,0,0,50
1,Domenica,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.2247826,45.7532515,1,8.0,0,0,0,0,0,0,70
2,Sabato,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.2614807,45.7402882,1,11.0,8,0,1,0,0,0,50
12,Lunedì,Pomeriggio,TORREBELVICINO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Assente,Sereno,11.3021313,45.719219,1,69.0,2,2,1,0,0,0,50
2,Sabato,Mattino,ARSIERO,SP 350 Val d'Astico,Rettilineo,Bagnato,Assente,Sereno,11.3680745,45.8255572,1,167.0,1,0,0,0,0,0,50
2,Venerdì,Sera,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3751701,45.7293552,1,73.0,6,4,0,0,0,0,70
10,Martedì,Sera,SANTORSO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.3770628,45.7298333,1,73.0,6,4,0,0,0,0,70
10,Domenica,Sera,SANTORSO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.38212,45.73113,1,74.0,6,1,0,0,0,0,50
4,Lunedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3851913,45.7319333,1,74.0,6,1,0,0,0,0,50
2,Martedì,Sera,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.3927349,45.6904302,1,16.0,0,0,0,0,0,0,50
10,Giovedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.393126,45.7339493,1,75.0,4,0,0,0,0,0,70
11,Lunedì,Pomeriggio,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Assente,Sereno,11.3970101,45.687136,1,17.0,0,0,0,0,0,0,90
3,Mercoledì,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.4103609,45.6624044,1,21.0,8,0,0,0,0,37,50
